ID_User,ID_Wisata,Rating
U_992048,W_05ed3f8c,5
U_777131,W_05ed3f8c,5
U_153556,W_05ed3f8c,5
U_976778,W_05ed3f8c,5
U_584695,W_05ed3f8c,5
U_714931,W_05ed3f8c,5
U_595038,W_05ed3f8c,3
U_573986,W_05ed3f8c,4
U_356853,W_05ed3f8c,5
U_579552,W_05ed3f8c,5
U_857796,W_05ed3f8c,5
U_660039,W_05ed3f8c,5
U_485564,W_05ed3f8c,5
U_118019,W_05ed3f8c,5
U_265424,W_05ed3f8c,5
U_022445,W_05ed3f8c,5
U_819131,W_05ed3f8c,5
U_230813,W_05ed3f8c,5
U_766208,W_05ed3f8c,5
U_501966,W_05ed3f8c,5
U_260031,W_05ed3f8c,5
U_684639,W_05ed3f8c,5
U_547647,W_05ed3f8c,5
U_549758,W_05ed3f8c,5
U_079275,W_05ed3f8c,5
U_254223,W_05ed3f8c,5
U_395770,W_05ed3f8c,5
U_899022,W_05ed3f8c,5
U_619471,W_05ed3f8c,5
U_421835,W_05ed3f8c,4
U_234993,W_05ed3f8c,5
U_253560,W_05ed3f8c,5
U_438462,W_05ed3f8c,5
U_460346,W_05ed3f8c,5
